bibNumber,title,deweyClass
82211,"Art is for all arts and crafts for less able children",707
226446,"craft of model making",707.2
31910,"Snips snails walnut whales nature crafts for children",707.2
179399,"Creative art crafts",707.2
71898,"Creative crafts for beginners",707.2
58062,"Handicrafts of the Southern highlands",707.2
5687,"Ben Hunts Big Indiancraft book",707.2
705267,"craft of decoupage",707.2
33560,"Decoupage a new look at an old craft",707.2
28431,"Sticks stones ice cream cones the craft book for children",707.2
478163,"Recipes for art and craft materials",707.2
792572,"Holiday crafts",707.2
61842,"Paper as art and craft the complete book of the history and processes of the paper arts",707.2
12264,"How to make whirligigs and whimmy diddles and other American folkcraft objects",707.2
31734,"Phyllis Fiarottas Nostalgia crafts book",707.2
93192,"Christmas crafts for everyone",707.2
35522,"Christmas crafts things to make the 24 days before Christmas",707.2
277000,"Mosaic handcraft coloured paper craft an ancient craft with a modern application",707.2
317970,"Crafts for children",707.2
30680,"Crowell book of arts and crafts for children",707.2
9630,"Regency and Victorian crafts or The genteel female her arts and pursuits",707.2
5092,"African crafts for you to make",707.2
54057,"Practical encyclopedia of crafts",707.2
38976,"golden book of colonial crafts selected from the Family creative workshop created by Plenary Publications International Inc",707.2
728641,"Golden family craft treasury selected from The Family creative workshop created by Plenary Publications International Inc",707.2
7755,"Candle crafting from an art to a science",707.2
45727,"This is bakers clay a new sculpture craft medium",707.2
48389,"Traditional English country crafts and how to enjoy them today",707.2
61853,"Rock and stone craft",707.2
215719,"Boston Museum of fine arts giving a descriptive and critical account of its treasures which represent the arts and crafts from remote antiquity to the present time",708.1
1616590,"White House collection of American crafts",708.153
2669547,"Nihon Mingeikan Japan Folk Crafts Museum Nippon Mingeikan",708.95207
141927,"goldsmith of Florence a book of great craftsmen",709
105916,"Indian art of the Northwest coast a dialogue on craftsmanship and aesthetics",709.011
2031321,"arts crafts home",709.034
627980,"Encyclopedia of arts and crafts the international arts movement 1850 1920",709.034
2634439,"Apostles of beauty arts and crafts from Britain to Chicago",709.034
2405972,"arts and crafts movement",709.034
2983318,"Arts crafts of the Islamic lands principles materials practice 1000 illustrations in color and black and white",709.1767
2326723,"William Morris and the arts and crafts home",709.2
1117612,"Lenore Tawney a retrospective American Craft Museum New York",709.2
115892,"Tradition and change the new American craftsman",709.22
2603536,"Seven living treasures of American craft Harold Balazs Russell Day Virginia Harvey Anne Gould Hauberg Evert SÃ¢Â€Âdergren Ramona Solberg Robert Sperry",709.22797
235994,"guide to the fourth fifth and sixth Egyptian rooms and the Coptic room A series of collections of small Egyptian antiquities which illustrate the manners and customs the arts and crafts the religion and literature and the funeral rites and",709.32
2405972,"arts and crafts movement",709.34
10298,"Craftsmen in Greek and Roman society",709.38
113118,"Made in the Renaissance arts and crafts of the age of exploration",709.4
2623466,"Bauhaus women art handicraft design",709.4309
1551,"Traditional crafts and skills life and work in mediaeval and Renaissance times",709.437
267989,"Norway arts and crafts",709.481
241925,"Homecrafts in Sweden",709.485
273108,"Swedish arts and crafts Swedish modern a movement towards sanity in design",709.485
259453,"Sacred fortress Byzantine art and statecraft in Ravenna",709.495
449563,"Chinese arts and crafts",709.51
1798962,"Masterpieces of Chinese miniature crafts in the National Palace Museum",709.51
1287787,"Traditional crafts of Japan",709.52
1634799,"Japanese studio crafts tradition and the avant garde",709.52
191541,"Traditional crafts of Japan",709.52
1287786,"Traditional crafts of Japan",709.52
58309,"Living crafts of Okinawa",709.5281
1366898,"Arts and crafts of India",709.54
70931,"arts crafts of India Ceylon",709.54
1668744,"Arts and crafts of India",709.54
244117,"Indian handicrafts",709.54
212927,"Handicrafts in India",709.54
16166,"5000 years of arts and crafts in India and Pakistan a survey of sculpture architecture painting dance music handicrafts and ritual decorations from the earliest times to the present day",709.54
276614,"arts and crafts of Travancore",709.548
73517,"traditional crafts of Persia their development technology and influence on Eastern and Western civilizations",709.55
46859,"Crafts of Israel",709.569
706236,"African crafts and craftsmen",709.66
1639539,"Art and craft in Africa everyday life ritual court art",709.67
2671590,"Crafts and the arts of living in the Cameroon",709.6711
40216,"Contemporary crafts of the Americas",709.7
1385,"heritage of Canadian handicrafts",709.71
746522,"Treasures of Mexican art two thousand years of art and art handicraft",709.72
165214,"Guatemala arts crafts",709.72
176921,"Indian crafts of Guatemala and El Salvador",709.728
40372,"craftsman in America",709.73
58072,"arts and crafts movement in America 1876 1916",709.73
574830,"All American folk arts and crafts",709.73
19776,"Afro American art and craft",709.73
80452,"Traditional American crafts",709.73
31248,"Ray Manleys Southwestern Indian arts crafts",709.737
73771,"Southwest Indian craft arts",709.737
148008,"book of Indian crafts and costumes by Bernard S Mason drawings by Frederic H Kock",709.737
109455,"book of Indian crafts Indian lore",709.737
290932,"crafts of the Ojibwa Chippewa",709.737
224395,"Additional studies of the arts crafts and customs of the Guiana Indians with special reference to those of southern British Guiana",709.737
157931,"folk arts and crafts of New England",709.74
30400,"Arts and crafts of the Shenandoah Valley a pictorial presentation",709.748
350366,"art of the old South painting sculpture architecture the products of craftsmen 1560 1860",709.75
48583,"Mountain people mountain crafts",709.7568
2446629,"arts and crafts movement in the Pacific Northwest",709.79509
709570,"Arts and crafts of Hawaii",709.96
2816372,"Living streets strategies for crafting public space",711.4
2795795,"craft of gardens",712.0951
3509034,"crafty gardener inspired ideas and DIY crafts from your own backyard",712.6
2277629,"Gardens of the arts and crafts movement reality and imagination",712.60942
1976692,"In harmony with nature lessons from the Arts Crafts garden",712.60973
69643,"Gourds decorative and edible for garden craftwork and table",716.7
170779,"Corsage craft",716.8
2122890,"art craft of stonework drystacking mortaring paving carving gardenscaping",717
1888214,"Outside the bungalow Americas arts crafts garden",717
1953625,"Natural stonescapes the art and craft of stone placement",717
3043130,"Extrastatecraft the power of infrastructure space",720.103
366255,"craft architects",720.222
166985,"history of architecture on the comparative method for students craftsmen amateurs",720.9
2453911,"Lionel H Pries architect artist educator from arts and crafts to modern architecture",720.92
2792729,"Gene Zema architect craftsman",720.92
7352,"M H Baillie Scott and the arts and crafts movement pioneers of modern design",720.92
2165479,"Olson Sundberg Kundig Allen connnecting architecture art craft in twelve residential projects",720.922
97127,"Three centuries of architectural craftsmanship early 19th centuries",720.941
315358,"British architects and craftsmen a survey of taste design and style during three centuries 1600 to 1830",720.942
2257514,"Craftsman style",720.97309
3047249,"Arts crafts architecture history and heritage in New England",720.97409
1744256,"Toward a simpler way of life the arts crafts architects of California",720.9794
2935430,"art of classical details theory design and craftsmanship",722.8
1970505,"arts crafts house",724.5
1636159,"Arts and crafts architecture",724.5
2683128,"Space craft 2 more fleeting architecture and hideouts",724.7
3065607,"Local architecture building place craft and community",724.7
3790483,"Barn Club a tale of forgotten elm trees traditional craft and community spirit",725.37209
707026,"magic of light the craft and career of Jean Rosenthal pioneer in lighting for the modern stage",725.82
3358456,"Mudgirls manifesto handbuilt homes handcrafted lives",728.047
2077374,"Gustav Stickleys Craftsman Farms the quest for an arts and crafts utopia",728.092
3761476,"Gustav Stickleys Craftsman homes and bungalows",728.092
2337806,"Historic arts crafts homes of Great Britain",728.0941
3047250,"Arts and crafts houses in the Lake District",728.09427
1629171,"Craftsman style houses",728.0973
2369412,"American collection craftsman style 165 new home plans in the arts crafts tradition of fine craftsmanship natural materials and simple elegance",728.0973
2383847,"Beyond the bungalow grand homes in the arts crafts tradition",728.0973
528527,"best of Craftsman homes",728.3
1905888,"Timberframe the art and craft of the post and beam home",728.37
2882932,"Tradition of craftsmanship in Mexican homes",728.37
3423780,"Timberframe the art and craft of the post and beam home",728.37
238835,"More Craftsman homes floor plans and illustrations for 78 mission style dwellings",728.37022
2369474,"New arts crafts houses",728.3709
533215,"Craftsman homes architecture and furnishings of the American arts and crafts movement",728.37092
1741686,"Gustav Stickley craftsman homes mission style homes and furnishings of the American arts and crafts movement including a rare promotional pamphlet The craftsmans story",728.37092
1104981,"What is wrought in the Craftsman Workshops a brochure published in the interests of the Homebuilders Club",728.37092
2452858,"Stickleys craftsman homes plans drawings photographs",728.37092
335447,"Gustav Stickley the craftsman",728.37092
2565397,"new and native beauty the art and craft of Greene Greene",728.37092
3730239,"Gustav Stickley American craftsman",728.37092
2369411,"Along bungalow lines creating an arts crafts home",728.37097
2568175,"Craftsman bungalows designs from the Pacific Northwest",728.37097
2582864,"Gustav Stickleys Craftsman homes and bungalows",728.37097
2582841,"Craftsman houses the 1913 catalog",728.37097
2984874,"house with sixteen handmade doors a tale of architectural choice and craftsmanship",728.37097
2283039,"Bungalow the ultimate arts crafts home",728.373
1617467,"bungalow Americas arts and crafts home",728.373
1760576,"Inside the bungalow Americas arts crafts interior",728.373
548215,"Craftsman bungalows 59 homes from the Craftsman",728.373
1879566,"Craftsman collection 170 home plans in the craftsman bungalow style",728.37302
634893,"Craftsman style houses",728.37309
318192,"story of an old English hostelry being a concise history of the Lygon Arms Broadway Worcestershire from mediaeval times until the present day together with some account of the craftwork carried on at Lygon Cottage",728.5
1351149,"Treehouses the art and craft of living out on a limb",728.9
519600,"craftsmanship revival in interior design how todays artisans preserve yesterdays skills",729
278346,"arts connected with building lectures on craftsmanship and design delivered at Carpenters Hall London Wall for the worshipful company of carpenters With 98 illustrations of old and modern work",729
250895,"covered bridge an old American landmark whose romance stability and craftsmanship are typified by the structures remaining in Vermont",729
352065,"Traditional Islamic craft in Moroccan architecture",729.0964
225262,"art of the plasterer an account of the decorative development of the craft chiefly in Engalnd from the XVIth to the XVIIIth century with chapters on the stucco of the classic period and of the Italian renaissance also on scraffito pargetti",729.6
1921603,"stone carvers master craftsmen of Washington National Cathedral",730.92273
3167646,"Craft in America Forge",731.41
2701856,"Tree craft 35 rustic wood projects that bring the outdoors in",731.462
1587643,"great American carousel a century of master craftmanship",731.832
1688928,"Classical bronzes the art and craft of Greek and Roman statuary",733
338166,"craft of the Japanese sculptor",734
178036,"Resin and glass artcraft for flower arrangers and craftsmen",736
6656,"Crafts in plastics",736
707510,"Millicent Zahn book of plastics craft",736
744644,"Working with plexiglas a manual for the school shop home craftsman occupational therapist",736
708520,"PlexiglasR craftsmans handbook",736
61223,Plasticrafts,736
71822,"Woodworking factbook basic information on wood for wood carvers home workshop craftsmen tradesmen and instructors",736.1
713982,"Gemcraft how to cut and polish gemstones",736.2028
497061,"All about gemcutting a manual for the lapidary craft from beginners stage to first class competition cutting",736.2028
721136,"craft of wood carving",736.4
1274530,"craft of stickmaking",736.4
2040049,"craft of stickmaking",736.4
3009248,"Celebrating birch the lore art and craft of an ancient tree",736.4
304907,"Unit jewellery a handbook for craftsmen",736.6
1742980,Papercraft,736.98
1738342,"Scherenschnitte designs and techniques for the traditional craft of papercutting",736.98
1820416,"art and craft of paper sculpture",736.98
2656501,"Papercraft design and art with paper",736.98
3141741,"All things paper 20 unique projects from leading paper crafters artists and designers",736.98
3223369,"Decorative paper craft origami paper cutting papier mÃ†Â’chÃ¢Â€Âš",736.98
3223369,"Decorative paper craft origami paper cutting papier mÃƒÂ¢chÃƒÂ©",736.98
3816010,"complete Cricut machine handbook a beginners guide to creative crafting with vinyl paper infusible ink and more",736.98
2230438,"Origami activities Asian arts crafts for creative kids",736.982
1259309,"encyclopedia of origami papercraft",736.982
1820414,"50 nifty super origami crafts",736.982
1820409,"50 nifty origami crafts",736.982
514167,"Origami and papercraft a step by step guide",736.982
2412077,"Origami aircraft",736.982
2671100,"Origami card craft 30 clever cards and envelopes to fold",736.982
2738974,"Origami architecture papercraft models of the worlds most famous buildings",736.982
2760680,"My first origami book 35 fun papercrafting projects for children aged 7 years old",736.982
3307090,"art and craft of geometric origami",736.982
2230438,"Origami Asian arts crafts for creative kids",736.982
3103782,"Coin of the year celebrating three decades of the best in coin design and craftsmanship",737.4
1762417,"Coincrafts standard catalogue of English and UK coins 1066 to date",737.4941
1814169,"Handcrafted ceramic tiles",738
1838043,"Charming handmade clay crafts delightfully decorative techniques projects",738
240576,"Clay craft",738
162647,"Practical pottery for craftsmen and students",738
20725,"Kilns and kiln firing for the craft potter",738
48700,"art and craft of ceramic sculpture",738
2413288,"art craft of ceramics",738
185113,"Craftsmanship and design in pottery",738
260114,"20th century ceramics an international survey of the best work produced by modern craftsmen artists and manufacturers",738
3605100,"art of kintsugi learning the Japanese craft of beautiful repair",738.0952
433227,"Popular crafts guide to pottery",738.1
1701713,"craft and art of clay",738.12
2901946,"craft and art of clay a complete potters handbook",738.12
1970195,"Glazes for the craft potter",738.127
1955884,"potters wheel arts and crafts collection",738.14
121387,"craft of the potter",738.14
3706785,"Pinch your pottery the art craft of making pinch pots 35 beautiful projects to hand form from clay",738.14
3688768,"Craft with nail polish",738.15
175141,"American glass paperweights and their makers a story of glass paperweight craftsmen of the United States their processes and their products",738.2
68602,"Glass craft designing forming decorating",738.2
703804,"American glass paperweights and their makers a story of glass paperweight craftsmen of the United States their processes and their products",738.2
54198,"Glassforming glassmaking for the craftsman",738.21
700091,"Flameworking glassmaking for the craftsman",738.21
184965,"Course in making mosaics an introduction to the art and craft",738.5
299901,"craft of Athenian pottery an investigation of the technique of black figured and red figured Athenian vases",738.938
161542,"Metalcraft for amateurs",739
718767,"Metal work for craftsmen a book for handicraft teachers students at schools of art craftsmen in beaten metal work and candidates for the City and guilds handicraft and silversmiths examinations",739
12031,"Metalwork for craftsmen a step by step guide with 55 projects",739
449990,"Educational metalcraft a practical treatise on repoussÃ¢Â€Âš fine chasing silversmithing jewellery and enamelling specially adapted to meet the requirements of the instructor the student the craftsman and the apprentice",739
166565,"Handcraft in metal a text book for the use of teachers students and craftsmen",739
148669,"craft of the silversmith",739
742552,"Ancient Chinese bronzes and Chinese jewelry an exposition of Chinese craftsmanship in the field of metal work which is compared to the best of its kind in the world",739
709493,"Coppercraft and silver made at home",739
77208,"Step by step jewelry a complete introduction to the craft of jewelry",739
187260,"Silversmithing and art metal for schools tradesmen craftsmen",739
871210,"Metalwork and enamelling a practical treatise on gold and silversmiths work and their allied crafts",739
182417,"Metal art crafts",739
261433,"Metal crafts in architecture bronze brass cast iron copper lead current developments tin lighting fixtures specifications",739
161097,"Art metalwork with inexpensive equipment for the public schools and for the craftsman",739
1639582,"Jewelry and metalwork in the arts and crafts tradition",739
99051,"Simple craft jewellery adapted for occupational therapy",739
54208,"Centrifugal or lost wax jewelry casting for schools tradesmen craftsmen",739
183560,"Metalcraft a family activity book",739
370158,"Metal crafts things in and about metal",739
63929,"Handbook of jewelry metalcrafting",739
272069,"Handicraft in wood and metal a handbook of training in their practical working for teachers students and craftsmen",739
98506,"sterling craft exhibition catalog Five centuries of treasures from the Worshipful Company of Goldsmiths London",739
86038,"Metal techniques for craftsmen a basic manual for craftsmen on the methods of forming and decorating metals",739
449990,"Educational metalcraft a practical treatise on repoussÃƒÂ© fine chasing silversmithing jewellery and enamelling specially adapted to meet the requirements of the instructor the student the craftsman and the apprentice",739
2250917,"craft of silversmithing techniques projects inspiration",739.23
1386206,"Silversmithing and art metal for schools tradesmen craftsmen Enlarged and revised",739.23
724148,"Ethnic jewelry design inspiration for collectors craftsmen",739.27
730215,"jewelers craft mastering traditional techniques",739.27
2375204,"art craft of making jewelry a complete guide to essential techniques",739.27
2654343,"Metal jewelry made easy a crafters guide to fabricating necklaces earrings bracelets more",739.27
2718075,"Handcrafted wire findings techniques and designs for custom jewelry components",739.27
3339200,"Creative wax carving a modern approach to an ancient craft with 15 jewelry projects",739.27
273626,"Old French ironwork the craftsman and his art",739.4
303127,"Pewtercraft as a hobby",739.53
227247,"Tin craft as a hobby",739.532
276883,"Tin can crafting",739.532
59362,Tincraft,739.532
218411,"Tincraft patterns and designs",739.532
71266,"Tin can crafting",739.532
2709741,"Pewter craft",739.533
343221,"Georgian pistols the art and craft of the flintlock pistol 1715 1840",739.7443
1345442,"armourer and his craft from the XIth to the XVIth century",739.75
25576,"art and craft of drawing a study both of the practice of drawing and of its aesthetic theory as understood among different peoples and at different epochs especial reference being made to the construction of the human form from the practical",741.2
2932001,"Craft a doodle 75 creative exercises from 18 artists",741.2
3180958,"Craft a doodle deux 73 exercises for creative drawing",741.2
3682823,"Just draw fineliner art incredible illustrations crafted with fineliner pens",741.26
3209574,"Comics confidential thirteen graphic novelists talk story craft and life outside the box",741.51
3277518,"Manga in theory and practice the craft of creating manga",741.51
2809112,"Young Lovecraft 1",741.56946
2809113,"Young Lovecraft 2",741.56946
38382,"art and craft of greeting cards a handbook of methods and materials for making and printing greetings announcements and invitations",741.58
2543451,"cream of Tank Girl the art and craft of a comics icon",741.5941
3297336,"H P Lovecrafts The hound and other stories",741.5952
3490685,"H P Lovecrafts At the mountains of madness The second volume",741.5952
3490684,"H P Lovecrafts At the mountains of madness The first volume",741.5952
2655517,"Howard Lovecraft and the frozen kingdom",741.5971
2266274,Lovecraft,741.5973
2167151,"H P Lovecraft",741.5973
1942779,WitchCraft,741.5973
2414425,"H P Lovecraft",741.5973
2435756,"Warcraft the Sunwell trilogy Volume 1 Dragon hunt",741.5973
2435754,"Warcraft the Sunwell trilogy Volume 2 Shadows of ice",741.5973
2435755,"Warcraft the Sunwell trllogy Volume 3 Ghostlands",741.5973
2538467,"Locke key welcome to Lovecraft 1",741.5973
2526321,"H P Lovecrafts Haunt of horror",741.5973
2598354,"World of warcraft Ashbringer",741.5973
2573879,"H P Lovecrafts Nyarlathotep",741.5973
2538467,"Locke key 1 Welcome to Lovecraft",741.5973
2662918,Weathercraft,741.5973
2683889,"strange adventures of H P Lovecraft 1",741.5973
2806440,"Lovecraft anthology a graphic collection of H P Lovecrafts short stories Volume 1",741.5973
2865954,"Lovecraft anthology a graphic collection of H P Lovecrafts short stories Volume II",741.5973
3031056,"dream quest of unknown Kadath adapted from the original novel by H P Lovecraft adapted illustrated by I N J Culbard",741.5973
3080046,"Howard Lovecraft and the three kingdoms",741.5973
3171553,"Revenge of the zombie monks an unofficial graphic novel for Minecrafters",741.5973
3171550,"Quest for the golden apple an unofficial graphic novel for Minecrafters",741.5973
3211878,"Ender eye prophecy an unofficial graphic novel for Minecrafters",741.5973
3245128,"Scarlet Witch Vol 2 World of witchcraft",741.5973
3255629,"battle for the dragons temple an unofficial graphic novel for Minecrafters",741.5973
3259760,"Amazing Crafty Cat",741.5973
3269820,"Chasing Herobrine an unofficial graphic novel for Minecrafters",741.5973
3277049,"Poorcraft wish you were here the tightwads guide to travel",741.5973
3278112,"Crafty Cat and the crafty camp crisis",741.5973
3284999,"Redstone Junior High Book 1 Zombies ate my homework an unofficial graphic novel for minecrafters",741.5973
3354410,"Crafty Cat and the Great Butterfly Battle",741.5973
3523482,"H P Lovecrafts The call of Cthulhu for beginning readers",741.5973
3523481,"H P Lovecrafts Dagon for beginning readers",741.5973
51913,"Decorative silhouettes of the twenties for designers craftsmen",741.6
2853361,"Graphic design before graphic designers the printer as designer and craftsman 1700 1914",741.609
489371,"Signwork a craftsmans manual",741.67
1110145,"More silhouettes 868 copyright free illustrations for artists and craftsmen",741.7
2935563,"Treasury of flower designs for artists embroiderers craftsmen 100 garden favorites",743.73
1275753,"How to draw spacecraft",743.89623
527134,"Draw 50 vehicles selections from Draw 50 boats ships trucks and trains and Draw 50 airplanes aircraft and spacecraft",743.89629
2232592,"Draw 50 vehicles selections from Draw 50 boats ships trucks and trains and Draw 50 airplanes aircraft and spacecraft",743.89629
2046414,Aircraft,743.89629
102339,"Draw 50 airplanes aircraft spacecraft",743.89629
2555328,"How to draw and paint aircraft like a pro",743.89629
2959632,"Draw 50 airplanes aircraft and spacecraft the step by step way to draw World War II fighter planes modern jets space capsules and much more",743.89629
1840575,"Arts and crafts",745
1329582,"kids multicultural art book art craft experiences from around the world",745
13430,"principles of pattern for craftsmen and designers",745
2243767,"arts crafts companion",745
4254,"treasury of design for artists and craftsmen",745
719983,"Utopian craftsmen the arts and crafts movement from the Cotswolds to Chicago",745
166107,"From old stencils to silk screening a practical guide Full basic instructions with a historical sketch of the craft from the earliest examples to the present day and 200 selected designs",745
48594,"Craftsmen of necessity",745
861605,"Readers digest crafts hobbies",745
261027,"Drawing design and craft work for teachers students etc",745
264655,"craftsmans plant book or figures of plants selected from the herbals of the sixteenth century and exhibiting the finest examples of plant drawing found in those rare works whether executed in wood cuts or in copper plate engravings arrange",745
286264,"second book of pattern design with notes on construction and development and the application of design to craft work",745
154934,"Hands at work a book of simple decorative design projects and applications for housewives students occupational therapist schools recreational groups and amateur and professional artists and craftsmen",745
233956,"Drawing and design for craftsmen",745
980442,"Americas folk art treasures of American folk arts and crafts in distinguished museums and collections",745
52019,"In praise of hands contemporary crafts of the world",745
80526,"crafts of the modern world",745
3144119,"Paper cut an exploration into the contemporary world of papercraft art and illustration",745
1629515,"Careers for crafty people other dexterous types",745.02373
1996797,"In her hands craftswomen changing the world",745.08209
412616,"Afro American folk art and crafts",745.08996
2500198,"Native American crafts and skills a fully illustrated guide to wilderness living and survival",745.08997
605244,"arts and crafts movement",745.0904
1303111,"World crafts a celebration of designs and skills",745.09172
291236,"Handmade in America conversations with fourteen craftmasters",745.0922
541328,"Kentucky crafts handmade and heartfelt",745.0922
380402,"Craftsmans way Canadian expressions",745.0922
153492,"Angel in the studio women in the arts and crafts movement 1870 1914",745.0922
1656806,"Redesigning the world William Morris the 1880s and the Arts and Crafts",745.0942
381208,"Redesigning the world William Morris the 1880s and the Arts and Crafts",745.0942
1328305,"French country crafts",745.0944
525938,"Made in Sweden arts handicrafts design",745.09485
493118,"Traditional arts and crafts in Yugoslavia",745.09497
1984910,"Traditional crafts from China",745.0951
1697889,"Arts and crafts of China",745.0951
479534,"Korean folk art craft",745.09519
1984911,"Traditional crafts from Japan",745.0952
1969888,"Japan crafts sourcebook a guide to todays traditional handmade objects",745.0952
1260572,"Mingei masterpieces of Japanese folkcraft",745.0952
1617061,"Edo craftsmen master artisans of old Tokyo",745.0952
2630148,"Handmade in India a geographic encyclopedia of Indian handicrafts",745.0954
562240,"Crafts of Kashmir Jammu Ladakh",745.09546
1618615,"arts and crafts of Syria collection Antoine Touma and Linden Museum Stuttgart",745.09569
783674,"arts and crafts of Turkestan",745.09584
1666334,"Arts and crafts of Thailand",745.09593
1338725,"Arts and crafts of Indonesia",745.09598
1710197,"Traditional crafts from Africa",745.096
1649047,"Arts crafts of Morocco",745.0964
573728,"Arts and crafts of Mexico",745.0972
125109,"Mexican folk crafts",745.0972
1984912,"Traditional crafts from the Caribbean",745.09729
503237,"Treasures of the American Arts and Crafts Movement 1890 1920",745.0973
1276596,"In the arts crafts style",745.0973
596799,"From architecture to object masterworks of the American arts crafts movement",745.0973
1842248,"Arts crafts design in America a state by state guide",745.0973
1318717,"Ideal home 1900 1920 the history of twentieth century American craft",745.0973
583719,"Art for everyday the new craft movement",745.0973
2464046,"Craft in America celebrating two centuries of artists and objects",745.0973
1808836,"Skilled work American craft in the Renwick Gallery National Museum of American Art Smithsonian Institution",745.0973
1647004,"Craft in the Machine Age 1920 1945 the history of twentieth century American craft",745.0973
425264,"art that is life the arts crafts movement in America 1875 1920",745.0973
2743052,"Crafting modernism midcentury American art and design",745.0973
1392976,"Tales and traditions storytelling in twentieth century American craft",745.0973
482801,"Eloquent object the evolution of American art in craft media since 1945",745.0973
3761484,"This present moment crafting a better world",745.0973
403839,"folk arts and crafts of New England",745.0974
2582929,"Traditional American rooms celebrating style craftsmanship and historic woodwork",745.0974
1734452,"Inspiring reform Bostons arts and crafts movement",745.09744
3397784,"Inspiring reform Bostons arts and crafts movement",745.09744
2982458,"Conversations on the Hudson an Englishman bicycles five hundred miles through the Hudson Valley meeting artists and craftspeople along the way",745.09747
1284952,"arts and crafts movement in California living the good life",745.09794
2884312,"handbook of California design 1930 1965 craftspeople designers manufacturers",745.09794
1822756,"Alaskas arts crafts collectibles",745.09798
1596035,"Arts crafts of South America",745.098
1273232,"Artefactos Colombian crafts from the Andes to the Amazon",745.09861
289498,"Craft New Zealand the art of the craftsman",745.09931
897756,"antique restorers handbook a dictionary of the crafts materials used in restoring antiques and works of art",745.1028
253454,"Scotch tartan setts a Shuttle Craft Guild guide for weaving 132 traditional plaids",745.2
36404,"Carding spinning dyeing an introduction to the traditional wool and flax crafts",745.2
272064,"new draw loom its construction and operation described for the use of handicraft pattern weavers",745.2
34040,"Batik art and craft",745.2
44844,"Weaving a handbook for fiber craftsmen",745.2
66237,"shuttle craft book of American hand weaving being an account of the rise development eclipse and modern revival of a national popular art together with information of interest and value to collectors technical notes for the use of weavers",745.2
20994,"African textiles an outline of handcrafted sub Saharan fabrics",745.2
333539,"weavers craft",745.2
161010,"shuttle craft book of American hand weaving being an account of the rise development eclipse and modern revival of a national popular art together with information of interest and value to collectors technical notes for the use of weavers",745.2
72722,"Batik the art and craft",745.2
109784,"Finnish design 1875 1975 100 years of Finnish industrial design Finnish Society of Crafts and Design 1875 1975",745.20947
750538,"hooked rug a record of its ancient origin modern development methods of making sources of design values as a handicraft the growth of collections probable future in America and other data",745.3
155754,"Rugmaking craft",745.3
20616,"complete rug hooker a guide to the craft",745.3
1921998,"Creative photocopying using the photocopier for crafts design and interior decoration",745.4
1916903,"crafters pattern sourcebook 1001 classic motifs from around the world and through the ages",745.4
405913,"Oriental floral designs and motifs for artists needleworkers and craftspeople",745.4
116197,"Designing from nature a source book for artists and craftsmen",745.4
130353,"Patchwork patterns for all crafts that use geometric design quilting stained glass mosaics graphics needlepoint jewelry weaving and woodworking",745.4
1658569,"Arts crafts design a selected reprint of Industrial arts design",745.4
3087202,"crafters guide to patterns create and use your own patterns for gift wrap stationery tiles and more",745.4
3156525,"Treasury of floral designs and initials for artists and craftspeople",745.4
474583,"guild A sourcebook of American craft artists",745.40257
1593699,"sourcebook of craft artists",745.40257
2599434,"Compendium of Celtic crafts",745.40899
2290745,"arts crafts movement in Europe America design for the modern world",745.409
2294628,"Arts crafts",745.409
3052207,"Millers arts crafts living with the arts crafts style",745.40903
3123499,"Digital handmade craftsmanship and the new industrial revolution",745.40922
530457,"Indian designs for use as quilt patterns needlepoint applique machine and hand embroidery clothing trapunto fabric painting crafts projects multiple other uses",745.441
1117692,"Encyclopedia of arts and crafts the international arts movement 1850 1920",745.444
611727,"Arts crafts style",745.4441
2082955,"Arts and crafts style",745.4442
603765,"appliquÃ¢Â€Âš book a guide to the art and craft of appliquÃ¢Â€Âš",745.445
603765,"appliquÃƒÂ© book a guide to the art and craft of appliquÃƒÂ©",745.445
3399930,"Unknown craftsman a Japanese insight into beauty",745.449
1105630,"Islamic designs for artists and craftpeople",745.44917
1105619,"Ancient Egyptian designs for artists and craftspeople",745.44932
1688955,"handbook of Celtic ornament a complete course in the construction and development of Celtic ornament for art and craft students",745.44941
1105625,"Early medieval designs from Britain for artists and craftspeople",745.44941
1992201,"Crafts of Provence projects and inspiration from the South of France",745.44944
1109440,"unknown craftsman a Japanese insight into beauty",745.44952
173666,"Persian designs and motifs for artists and craftsmen",745.44955
3096990,"Authentic designs from the American arts and crafts movement",745.44973
1875941,"Gifts of love crafts and presents that embody the spirit of giving",745.45
1998748,"Decorating your garden a bouquet of beautiful useful craft projects to make enjoy",745.5
2069906,"book of wizard craft in which the apprentice finds spells potions fantastic tales 50 enchanting things to make",745.5
2273993,"crafty art book",745.5
2298737,"crafty divas lifestyle makeover awesome ideas to spice up your life",745.5
1820427,"Crafts from world cultures easy to make multicultural art activitis",745.5
2145844,"Crafting fun stuff with a crowd of kids",745.5
2165919,"Crafts from your favorite nursery rhymes",745.5
1902484,"Crafts to celebrate the seasons",745.5
2303222,"Big book of kids crafts 301 projects for kids 4 to 12",745.5
2326414,"Bazaar bizarre not your grannys crafts",745.5
1924309,"Snowmen snow creatures crafts and other winter projects",745.5
1371495,"101 things to make fun craft projects with everyday materials",745.5
1787246,"Crafts from your favorite fairy tales",745.5
2164663,"Earth friendly crafts for kids 50 awesome things to make with recycled stuff",745.5
770768,"Better homes and gardens treasury of Christmas crafts foods",745.5
