title,deweyClass
"Spawning generations rants and reflections on growing up with LGBTQ parents",306.87408
"Gay and lesbian parents",306.87408
"Families like mine children of gay parents tell it like it is",306.87408
"How it feels to have a gay or lesbian parent a book by kids for kids of all ages",306.87408
"Lesbian and gay parents and their children research on the family life cycle",306.87408
"Girlish growing up in a lesbian home",306.87408
"Families of value personal profiles of pioneering lesbian and gay parents",306.87408
"Family pride what LGBT families should know about navigating home school and safety in their neighborhoods",306.87408
"Zaks safari a story about donor conceived kids of two mom families",306.87408
"Shes my dad a story for children who have a transgender parent or relative",306.87408
"When Leonard lost his spots a trans parent tail",306.87408
"Queerspawn in love a memoir",306.87408
"girlhood letter to my transgender daughter",306.87408
"Blood marriage wine and glitter essays",306.87408
"LGBTQ families the ultimate teen guide",306.87408
"last closet the dark side of Avalon",306.87408
"My new daddy",306.87408
"Our house a very real documentary about kids of gay and lesbian parents",306.87408
"Frequently asked questions about same sex marriage and when a parent is gay",306.87408
"Radical relations lesbian mothers gay fathers and their children in the United States since World War II",306.87408
"En busca de Emma dos padres una hija y el sueÃ‚Â¤o de una familia",306.87408
"Now that hes out the challenges and joys of having a gay son",306.87408
"Family outing what happened when I found out my mother was gay a memoir",306.87409
"My fathers keeper the story of a gay son and his aging parents",306.87409
"Fatherhood for gay men an emotional and practical guide to becoming a gay dad",306.8742
"In search of Emma how we created our family",306.8742
"Gay fathers encouraging the hearts of gay dads and their families",306.8742
"Assisted loving true tales of double dating with my dad",306.8742
"Gay dads transitions to adoptive fatherhood",306.8742
"Gay dads a celebration of gay fatherhood",306.8742
"Homo domesticus notes from a same sex marriage",306.8742
"Gay men choosing parenthood",306.8742
"Blood strangers a memoir",306.8742
"Out of the twilight fathers of gay men speak",306.8742
"Gay fathers their children and the making of kinship",306.8742
"Sudden strangers the story of a gay son and his father",306.8742
"ultimate guide for gay dads everything you need to know about LGBTQ parenting but are mostly afraid to ask",306.8742
"velveteen father an unexpected journey to parenthood",306.8742
"Does this baby make me look straight confessions of a gay dad",306.8742
"Paternal instinct",306.8742
"Breakfast with Tiffany a memoir",306.87422
"Different daughters a book by mothers of lesbians",306.8743
"Pregnant butch nine long months spent in drag",306.8743
"bold world a memoir of family and transformation",306.8743
"Motherland a memoir of love loathing and longing",306.8743
"Mamas boy gay men write about their mothers",306.8743
"Love song for baby X how I stayed almost sane on the rocky road to parenthood",306.8743
"Brown white black an American family at the intersection of race gender sexuality and religion",306.8743
"Found in transition a mothers evolution during her childs gender change",306.8743
"For lesbian parents your guide to helping your family grow up happy healthy and proud",306.8743
"My miserable lonely lesbian pregnancy",306.8743
"Confessions of the other mother nonbiological lesbian moms tell all",306.8743
"Mother daughter banquet",306.8743
"Times two two women in love and the happy family they made",306.8743
"Moms apple pie the heart of the lesbian mothers custody movement",306.8743
"Keep singing two mothers two sons and their fight against Jesse Helms",306.8743
"Waiting in the wings portrait of a queer motherhood",306.8743
"Expecting Teryk an exceptional path to parenthood",306.8743
"Mothering without a compass white mothers love Black sons courage",306.8743
"Politics of the heart a lesbian parenting anthology",306.8743
"She looks just like you a memoir of nonbiological lesbian motherhood",306.8743
"natural mother of the child a memoir of nonbinary parenthood",306.8743
"Considering parenthood",306.8743
"One day on the gold line a memoir in essays",306.87432
"And baby makes 4",306.875
"Grief sucks but love bears all things how grief tore me apart and put me back together",306.88309
"other mother a lesbians fight for her daughter",306.89
Untamed,306.893
"Indomable deja de complacer empieza a vivir",306.893
"Cities on a hill a journey through contemporary American cultures",307.0973
"Greetings from the gayborhood a nostalgic look at gay neighborhoods",307.3362
"Independence park the lives of gay men in Israel",307.7662
"In the time of the right reflections on liberation",320.52097
"saving remnant the radical lives of Barbara Deming and David McReynolds",322.42092
"Lost prophet the life and times of Bayard Rustin",323.092
"ACLU freedom files",323.0973
"Civil rights for beginners",323.0973
"Brother outsider the life of Bayard Rustin",323.1196
"Alices ordinary people",323.1196
"Gay rights",323.3
"Queer clout Chicago and the rise of gay politics",323.3264
"indefinite sentence a personal history of outlawed love and sex",323.3264
"No place like home lessons in activism from LGBT Kansas",323.3264
"path to gay rights how activism and coming out changed public opinion",323.3264
"Dont tell me to wait how the fight for gay rights changed America and transformed Obamas presidency",323.3264
"gay rights movement",323.3264
"Gay rights at the ballot box",323.3264
"tolerance trap how God genes and good intentions are sabotaging gay equality",323.3264
"right side of history 100 years of LGBTQI activism",323.3264
"Gay is good the life and letters of gay rights pioneer Franklin Kameny",323.3264
"Try this at home a do it yourself guide to winning lesbian and gay civil rights policy an ACLU guidebook",323.3264
"Gay lesbian history for kids the century long struggle for LGBT rights with 21 activities",323.3264
"Against equality queer revolution not mere inclusion",323.3264
"children of Harvey Milk how LGBTQ politicians changed the world",323.3264
"About Canada queer rights",323.3264
"Straightforward how to mobilize heterosexual support for gay rights",323.3264
"50 ways to support lesbian gay equality the complete guide to supporting family friends neighbors or yourself",323.3264
"Stonewall reader",323.3264
"Its not over getting beyond tolerance defeating homophobia and winning true equality",323.3264
"Out in the periphery Latin Americas gay rights revolution",323.3264
"Come out and win organizing yourself your community and your world",323.3264
"Stonewall a building an uprising a revolution",323.3264
"fundamental freedom why Republicans conservatives and Libertarians should support gay rights",323.3264
"Private lives public conflicts battles over gay rights in American communities",323.3264
"Fragmented citizens the changing landscape of gay and lesbian lives",323.3264
"Namibias Rainbow Project gay rights in an African nation",323.3264
"Our work is everywhere an illustrated oral history of queer trans resistance",323.3264
"Gay rights",323.3294
"ACLU freedom files Gay lesbian rights",323.42097
"Profiles in gay lesbian courage",324.08664
"Gay Republicans",324.2734
"Radical Women manifesto socialist feminist theory program and organizational structure",324.2737
"Choosing children",326.82
"Mask of treachery",327.12092
"Fit to serve reflections on a secret life private struggle and public battle to become the first openly gay U S ambassador",327.2092
"Lets get Frank Sex Lies And lots of videotape The trials and tribulations of Rep Barney Frank",328.73073
"Smahtguy the life and times of Barney Frank",328.73092
"House and home",328.73092
"Gay issues in the workplace",331.5
"Straight jobs gay lives gay and lesbian professionals the Harvard Business School and the American workplace",331.5
"gay males odyssey in the corporate world from disempowerment to empowerment",331.5
"Just one of the guys transgender men and the persistence of gender inequality",331.5
"Out in the union a labor history of queer America",331.53
"Gay men straight jobs",331.53
"I dont want to die poor essays",332.024
"J K Lassers gay finances in a straight world a comprehensive financial planning handbook",332.02406
"Four steps to financial security for lesbian and gay couples",332.02406
"Now go home wilderness belonging and the crosscut saw",333.78309
"Just pursuit a black prosecutors fight for fairness",340.092
Outrage,342.087
"Covering the hidden assault on our civil rights",342.73085
"Out law what LGBT youth should know about their legal rights",342.73087
"Flagrant conduct the story of Lawrence v Texas how a bedroom arrest decriminalized gay Americans",342.73087
"Normal life administrative violence critical trans politics and the limits of law",342.73087
"Law and the gay rights story the long search for equal justice in a divided democracy",342.73087
"Queer injustice the criminalization of LGBT people in the United States",342.73087
"Gaylaw challenging the apartheid of the closet",342.73087
"Gay lesbian rights a guide for GLBT singles couples and families",342.73087
"Rainbow rights the role of lawyers and courts in the lesbian and gay civil rights movement",342.73087
"From disgust to humanity sexual orientation and constitutional law",342.73087
"rights of lesbians gay men bisexuals and transgender people the authoritative ACLU guide to the rights of lesbians gay men bisexuals and transgender people",342.73087
"From the closet to the courtroom five LGBT rights lawsuits that have changed our nation",342.73087
"Gay rights",342.73087
"constitutional underclass gays lesbians and the failure of class based equal protection",342.73087
"Strangers to the law gay people on trial",342.78808
"Tell love defiance and the military trial at the tipping point for gay rights",343.73014
"Transgender workplace diversity",344.73011
"Brandon Teena story",345.73025
"Courting justice gay men and lesbians v the Supreme Court",346.013
"When gay people get married what happens when societies legalize same sex marriage",346.0168
"Just married gay marriage and the expansion of human rights",346.71016
"Legal affairs essential advice for same sex couples",346.73013
"Every trick in the book a lesbian and gay legal guide",346.73013
"Why cant Sharon Kowalski come home",346.73013
"Before I do a legal guide to marriage gay and otherwise",346.73016
"Beyond straight and gay marriage valuing all families under the law",346.73016
"legal guide for lesbian and gay couples",346.73016
"Why you should give a damn about gay marriage",346.73016
"U S Supreme Court decision on marriage equality",346.73016
"Love unites us winning the freedom to marry in America",346.73016
"Same sex legal kit for dummies",346.73016
Bridegroom,346.73016
"Making it legal a guide to same sex marriage domestic partnerships civil unions",346.73016
"Love wins the lovers and lawyers who fought the landmark case for marriage equality",346.73016
"From the closet to the altar courts backlash and the struggle for same sex marriage",346.73016
"Then comes marriage United States v Windsor and the defeat of DOMA",346.73016
"Making it legal a guide to same sex marriage domestic partnership civil unions",346.73016
"For my wife the making an activist for marriage equality",346.73016
"right to be parents LGBT families and the transformation of parenthood",346.73017
"Forcing the spring inside the fight for marriage equality",346.79401
"Redeeming the dream the case for marriage equality",346.79401
"Speak now marriage equality on trial the story of Hollingsworth v Perry",346.79401
"Ballot measure 9",346.9795
"lavender scare the Cold War persecution of gays and lesbians in the federal government",352.60866
"Controversy over lifting the ban on gays in the military",355
"Coming out under fire",355
Transmilitary,355.0082
"Dont a readers guide to the militarys anti gay policy",355.00866
"Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",355.00866
"My country my right to serve experiences of gay men and women in the military World War II to the present",355.00866
"And the flag was still there straight people gay people and sexuality in the U S military",355.00866
"Closets combat and coming out coming of age as a gay man in the dont ask dont tell army",355.00866
"Gay warriors a documentary history from the ancient world to the present",355.00866
"Ask tell gay and lesbian veterans speak out",355.00866
"Fighting to serve behind the scenes in the war to repeal dont ask dont tell",355.00866
"Mission possible the story of repealing Dont ask dont tell",355.00866
"Gays and the military Joseph Steffan versus the United States",355.00866
"Major conflict one gay mans life in the Dont Ask Dont Tell military",355.00866
"About face a gay officers account of how he stopped prosecuting gays in the army and started fighting for their rights",355.00866
"Gays and lesbians in the military issues concerns and contrasts",355.00866
"Unfriendly fire how the gay ban undermines the military and weakens America",355.00866
"Heres what well say growing up coming out and the U S Air Force",355.00866
"Lesbians in the military speak out",355.00866
"Soldier of change from the closet to the forefront of the gay rights movement",355.0092
"Always a soldier service sacrifice and coming out as Americas favorite black gay Republican",355.0092
"Our time breaking the silence of Dont ask dont tell",355.00926
"With honor and integrity transgender troops in their own words",355.00926
"City of secrets the truth behind the murders at the Vatican",355.00945
"README txt a memoir",355.1334
"XY Chelsea",355.1334
"Honor betrayed sexual abuse in Americas military",355.1334
"Gays in the military",355.33086
"Sailors and sexual identity crossing the line between straight and gay in the U S Navy",359.00866
"Unbecoming a memoir of disobedience",359.96092
"Pride the story of the first openly gay Navy SEAL",359.984
"Borrowed time an AIDS memoir",361.19697
"remedy queer and trans voices on health and health care",362.10866
"Lesbian gay youth care counseling",362.10866
"Smearing the queer medical bias in the health care of gay men",362.10866
"Before AIDS gay health politics in the 1970s",362.10866
"Treating lesbians and bisexual women challenges and strategies for health professionals",362.10866
"Transgender health issues",362.10867
"Trans medicine the emergence and practice of treating gender",362.10867
"Supporting transgender and non binary people with disabilities or illnesses a good practice guide for health and care provision",362.10867
"Transgender Tuesdays",362.10867
"Transgender health a practitioners guide to binary and non binary trans patient care",362.10908
"Fat girls and lawn chairs",362.19639
"Fat pretty and soon to be old a makeover for self and society",362.19639
"Bodies in doubt an American history of intersex",362.19669
"Supporting transgender autistic youth and adults a guide for professionals and families",362.19685
"Health issues when youre transgender",362.19689
"Close to the knives a memoir of disintegration",362.19697
"Between certain death and a possible future queer writing on growing up with the AIDS crisis",362.19697
"Hope a story of triumph",362.19697
"Body counts a memoir of politics sex AIDS and survival",362.19697
"Reports from the holocaust the making of an AIDS activist",362.19697
"nearness of others searching for tact and contact in the age of HIV",362.19697
"Queer and loathing rants and raves of a raging AIDS clone",362.19697
"Ground zero",362.19697
"Take me to Paris Johnny",362.19697
"Victory deferred how AIDS changed gay life in America",362.19697
"crisis of desire AIDS and the fate of gay brotherhood",362.19697
"scientists a family romance",362.19697
"day I stopped being pretty a memoir",362.19697
"What is the AIDS crisis",362.19697
"Silverlake life the view from here",362.19697
"Sexual ecology AIDS and the destiny of gay men",362.19697
"Love your Asian body AIDS activism in Los Angeles",362.19697
"All the young men a memoir of love AIDS and chosen family in the American South",362.19697
"Melancholia and moralism essays on AIDS and queer politics",362.19697
"fragile circle a memoir",362.19697
"Mortal men living with asymptomatic HIV",362.19697
"Cancer in two voices",362.19699
"Coming out of cancer writings from the lesbian cancer epidemic",362.19699
"summer of her baldness a cancer improvisation",362.19699
"My one night stand with cancer",362.19699
"Crystal city",362.29
"Leaving the rest gay men on alcoholism addiction and recovery",362.29
"Trunky transgender junky a memoir of institutionalization and Southern hospitality",362.29092
"gilded razor a memoir",362.29092
"Lucky Jim",362.29092
"Liquid lover a memoir",362.29209
"No speed limit the highs and lows of meth",362.299
"Deep sniff a history of poppers and queer futures",362.2993
"Restricted access lesbians on disability",362.4086
"Feminist queer crip",362.40866
"Fading scars my queer disability history",362.4092
"Mean little deaf queer a memoir",362.42092
"body undone living on after great pain",362.43092
"Our subway baby",362.734
"kid what happened after my boyfriend and I decided to go get pregnant",362.73408
"American family",362.73408
"Adoption by lesbians and gay men a new dimension in family diversity",362.73408
"We an adoption and a memoir",362.73408
"White lady black sons a memoir of adoption abuse and awakening",362.73409
"Alfies home",362.76
"Pee shy",362.76092
"Raising Ryland our story of parenting a transgender child with no strings attached",362.785
pearl,362.785
"No house to call my home love family and other transgressions",362.78609
"My mom had an abortion a Shout Your Abortion project",362.78609
"In a queer voice journeys of resilience from adolescence to adulthood",362.7866
"Rural gays and lesbians building on the strengths of communities",362.8
"Keys to caring assisting your gay and lesbian clients",362.8
"Ruthie Connie every room in the house",362.82097
"Gay lesbian parenting choices from adopting or using a surrogate to choosing the perfect father",362.828
"Men who beat the men who love them battered gay men and domestic violence",362.8292
"Chain chain change for black women in abusive relationships",362.8292
"Transgressed intimate partner violence in transgender lives",362.8292
"Woman to woman sexual violence does she call it rape",362.8292
"Closeted screams a service provider handbook for same sex domestic violence issues",362.8292
"Lesbians talk violent relationships",362.8292
"When you find my body the disappearance of Geraldine Largay on the Appalachian trail",362.87
"Violence against lesbians and gay men",362.88
"Violence against queer people race class gender and the persistence of anti LGBT discrimination",362.88086
"Gay Inc the nonprofitization of queer politics",362.89645
"American transgender",362.897
"Seahorse the dad who gave birth",362.897
"Gay cops",363.20866
"special agent gay and inside the FBI",363.2092
"Gone the disappearance of Aeryn Gillern",363.2336
"Hoovers war on gays exposing the FBIs sex deviates program",363.25953
"Both sides of the fire line memoir of a transgender firefighter",363.37092
"Operation lighthouse rescue",363.69
"Violence and social injustice against lesbian gay and bisexual people",364.1
"gangs all queer the lives of gay gang members",364.1066
"Beyond hatred",364.10944
"Green on Thursdays",364.15
"Theme murder",364.15
"Assault on gay America the life and death of Billy Jack",364.15
"Hate groups opposing viewpoints",364.15097
"Out for queer blood the murder of Fernando Rios and the failure of New Orleans justice",364.1523
"bayou strangler Louisianas most gruesome serial killer",364.1523
"book of Matt hidden truths about the murder of Matthew Shepard",364.1523
"Sapphic slashers sex violence and American modernity",364.1523
"Gemmel Tim",364.1523
"While the city slept a love lost to violence and a young mans descent into madness",364.1523
"dark room in Glitter Ball City murder secrets and scandal in Old Louisville",364.1523
"While the city slept a love lost to violence and a wake up call for mental health care in America",364.1523
"murder over a girl justice gender junior high",364.1523
"Sex crime panic a journey to the paranoid heart of the 1950s",364.1523
"Upstairs Inferno",364.1523
"Vulgar favors Andrew Cunanan Gianni Versace and the largest manhunt in FBI history",364.1523
"Bad girls",364.1523
"Matt Shepard is a friend of mine",364.1523
"Vulgar favors the assassination of Gianni Versace",364.1523
"Valentine road",364.1523
"Three month fever the Andrew Cunanan story",364.1523
"Eight bullets one womans story of surviving anti gay violence",364.1523
"Last call a true story of love lust and murder in queer New York",364.15232
"Up Stairs Lounge arson thirty two deaths in a New Orleans gay bar June 24 1973",364.15234
"Tinderbox the untold story of the Up Stairs Lounge fire and the rise of gay liberation",364.15234
"times of Harvey Milk",364.1524
"specialist revelations of a counterterrorist",364.1524
"Queering sexual violence radical voices from within the anti violence movement",364.153
"57 bus",364.1555
"Where I am",364.1555
"Locked down a lesbian in prison",365.43092
"womens house of detention a queer history of a forgotten prison",365.43097
"Its ok to say they tips for educator allies of transgender and nonbinary students",370.81
"One teacher in 10 gay and lesbian educators tell their stories",371.00866
"Queering elementary education advancing the dialogue about sexualities and schooling",371.011
"One teacher in ten in the new millennium LGBT educators speak out about whats gotten better and what hasnt",371.10086
"last closet the real lives of lesbian and gay teachers",371.10086
"Raising Ollie how my nonbinary art nerd kid changed nearly everything I know",371.10092
"Safe is not enough better schools for LGBTQ students",371.8266
"Am I safe here LGBTQ teens and bullying in schools",371.8266
"School experiences of gay and lesbian youth the invisible minority",371.82664
"What do you know six to twelve year olds talk about gays and lesbians",371.82664
"When the drama club is not enough lessons from the Safe Schools Program for Gay and Lesbian Students",371.82664
"Schools out the impact of gay and lesbian issues on Americas schools",371.82664
"Telling tales out of school gays lesbians and bisexuals revisit their school days",371.82664
"Queer 13 lesbian and gay writers recall seventh grade",372.18266
"Its elementary talking about gay issues in school",372.8
"Other boys",373.18266
"Miss Marks and Miss Woolley",378.11209
"Poisoned ivy lesbian and gay academics confronting homophobia",378.12086
"Trans in college transgender students strategies for navigating campus life and the institutional politics of inclusion",378.198
"gay and lesbian guide to college life a comprehensive resource for lesbian gay bisexual and transgender students and their allies",378.19826
"Out on fraternity row personal accounts of being gay in a college fraternity",378.19855
"Secret sisters stories of being lesbian and bisexual in a college sorority",378.19856
"Advocate college guide for LGBT students",378.73025
"Harvards secret court the savage 1920 purge of campus homosexuals",378.7444
"Smart spending the gay and lesbian guide to socially responsible shopping and investing",381.33086
"feminist bookstore movement lesbian antiracism and feminist accountability",381.45002
"Tinker Belles and evil queens the Walt Disney Company from the inside out",384.80657
"Hello sailor the hidden history of gay life at sea",387.50866
"Don we now our gay apparel gay mens dress in the twentieth century",391.1
"Its so you 35 women write about personal expression through fashion style",391.2
"gay couples guide to wedding planning everything gay men need to know to create a fun romantic and memorable ceremony",392.5
"delectable Negro human consumption and homoeroticism within U S slave culture",394.90975
"Steven Petrows complete gay lesbian manners the definitive guide to LGBT life",395.20866
"2brides 2be a a same sex guide for the modern bride",395.22
"essential guide to lesbian and gay weddings",395.22
"new essential guide to gay lesbian weddings",395.22086
"essential guide to lesbian and gay weddings",395.22086
"Words out gay mens English",427.97308
"Hiligaynon lessons",499.21
"Animal reproduction and development",571.81
"Biological exuberance animal homosexuality and natural diversity",591.562
"Queer ducks and other animals the natural world of animal sexuality",591.562
"poetry of healing a doctors education in empathy identity and desire",610.92
"Sex science self a social history of estrogen testosterone and identity",612.6
"autobiography of a transgender scientist",612.8092
"Gringa a contradictory girlhood",612.825
"Living well the gay mans essential health guide",613.0423
"Advocate guide to gay mens health and wellness",613.08664
"lesbian health book caring for ourselves",613.08664
"gay mens wellness guide the National Lesbian and Gay Health Associations complete book of physical emotional and mental health and well being for every gay male",613.08664
"Men like us the GMHC complete guide to gay mens sexual physical and emotional well being",613.08664
"One last stop",613.7
"Making Grace",613.94
"Ask Dr Keith candid answers to queer questions",613.95
"ins and outs of gay sex a medical handbook",613.95086
"Trans sex clinical approaches to trans sexualities and erotic embodiments",613.95086
"Safety in numbers safer sex and gay men",613.95208
"Girl Sex 101",613.96
"Lesbian sex secrets for men what every man wants to know about making love to a woman and never asks",613.96
"Tantra for gay men",613.96
"whole lesbian sex book a passionate guide for all of us",613.96086
"straight girls guide to sleeping with chicks",613.96086
"new Joy of gay sex",613.96086
"Sexual intimacy for women a guide for same sex couples",613.96086
"joy of gay sex",613.96086
"Lesbian sex 101 lovemaking positions",613.96086
"lesbian sex book",613.96086
"lesbian Kama Sutra",613.96086
"Ultimate gay sex",613.96086
"Sex tips for gay guys",613.96086
"Chronicle of a plague revisited AIDS and its aftermath",614.59939
"Hermaphrodites and the medical invention of sex",616.694
"Between XX and XY intersexuality and the myth of two sexes",616.694
"Intersex for lack of a better word",616.694
"Look again a memoir",616.8521
"Shadows in the sun healing from depression and finding the light within",616.8527
"Depression a public feeling",616.8527
"Queer blues the lesbian gay guide to overcoming depression",616.8527
"voice book for trans and non binary people a practical guide to creating and sustaining authentic voice and communication",616.855
"Why a gay person cant be made un gay the truth about reparative therapies",616.8583
"Homosexuality and science a guide to the debates",616.8583
"Abomination homosexuality and the ex gay movement",616.8583
"battle for normality a guide for self therapy for homosexuality",616.8583
"Transgender emergence therapeutic guidelines for working with gender variant people and their families",616.8583
"Male and female homosexuality psychological approaches",616.85834
"Reparative therapy of male homosexuality a new clinical approach",616.85834
"Male homosexuality a contemporary psychoanalytic perspective",616.85834
"Brave face a memoir",616.85844
"Lust men and meth a gay mans guide to sex and recovery",616.86008
"Gay men and substance abuse a basic guide for addicts and those who care for them",616.8606
"Theorizing transgender identity for clinical practice a new model for understanding gender",616.89008
"Pink therapy a guide for counsellors and therapists working with lesbian gay and bisexual clients",616.89008
"Gays and mental health fighting depression saying no to suicide",616.89008
"Its your hour a guide to queer affirmative psychotherapy",616.8914
"Dykes with baggage the lighter side of lesbians in therapy",616.8914
"Psychoanalytic therapy and the gay man",616.8917
"art of misdiagnosis a memoir",616.898
"Silverlake life the view from here",616.97
"We were here",616.9792
"PrEP diaries a safer sex memoir",616.9792
"Hold tight gently Michael Callen Essex Hemphill and the battlefield of AIDS",616.9792
"Silverlake life the view from here",616.9792
"Mistaken identity",617.48104
"Mistaken identity two families one survivor unwavering hope",617.48104
"tiger and the cage a memoir of a body in crisis",618.142
"donor insemination guide written by and for lesbian women",618.178
"Queer conception the complete fertility guide for queer and trans parents to be",618.178
"essential guide to lesbian conception pregnancy and birth",618.20866
"ultimate guide to pregnancy for lesbians tips and techniques from conception through birth how to stay sane and care for yourself",618.24086
"Pig years",630.9743
"Madder a memoir in weeds",635.092
"Lions tigers mares oh my",636.089
"Lowell the true story of an existential pig",636.4
"Woof a gay mans guide to dogs",636.7
"Paws and reflect exploring the bond between gay men and their dogs",636.7
"gay guys guide to food outrageously delicious recipes plus stories and dating advice from a food obsessed gay",641.5
"art of gay cooking a culinary memoir",641.5092
Suited,646.43302
"Special topics in being a human a queer and tender guide to things Ive learned the hard way about caring for people including myself",646.70022
"Do what I say Ms Behaviors guide to gay lesbian etiquette",646.70086
"Hi gorgeous transforming inner power into radiant beauty",646.7042
"M4M for an hour or forever the gay mans guide to finding love online",646.77028
"Affirmative gay relationships key steps in finding a life partner",646.77086
"mandates 25 real rules for sucessful gay dating",646.77086
"principles the gay mans guide to getting and keeping Mr Right",646.77086
"Finding your leading man how to create male to male intimacy and make your relationship a blockbuster",646.77086
"Finding a lover for life a gay mans guide to finding a lasting relationship",646.77086
"Mr Right is out there the gay mans guide to finding and maintaing love",646.77086
"My guy a gay mans guide to a lasting relationship",646.78086
"Man talk the gay couples communication guide",646.78086
"Small town gay bar",647.95086
"lesbian parenting book a guide to creating families and raising children",649.1
"gender creative child pathways for nurturing and supporting children who live outside gender boxes",649.1
"lesbian parenting book a guide to creating families and raising children",649.10866
"complete lesbian gay parenting guide",649.10866
"Gay parenting complete guide for same sex families",649.10866
"Gender born gender made raising healthy gender nonconforming children",649.13
"gender identity guide for parents compassionate advice to help your child be their most authentic self",649.13
"Raising them our adventure in gender creative parenting",649.1564
"Lavender road to success the career guide for the gay community",650.10866
"Transitioning in the workplace a guidebook",650.10867
"In the pink the making of successful gay and lesbian owned businesses",658.02
"Transgender employees in the workplace a guide for employers",658.30086
"Gender diversity and non binary inclusion in the workplace the essential guide for employers",658.30086
"Straight talk about gays in the workplace creating an inclusive productive environment for everyone in your organization",658.3045
"managers guide to sexual orientation in the workplace",658.3045
"G quotient why gay executives are excelling as leaders and what every manager needs to know",658.4092
"glass closet why coming out is good business",658.42092
"Untold millions secret truths about marketing to gay and lesbian consumers",658.83408
"Gays lesbians and consumer behavior theory practice and research issues in marketing",658.8348
"Jeffrey Gibson this is the day",700.411
"Trap door trans cultural production and the politics of visibility",700.4521
Queer,700.453
"Queer X design 50 years of signs symbols banners logos and graphic art of LGBTQ",700.4538
"Gay Gotham art and underground culture in New York",700.8664
"Art and homosexuality a history of ideas",700.8664
"estrangement principle",700.8664
"Ive seen the future and Im not going the art scene and downtown New York in the 1980s",700.92
"Pop out Queer Warhol",700.92
"Intimate companions a triography of George Platt Lynes Paul Cadmus Lincoln Kirstein and their circle",700.92273
"Ganymede in the Renaissance homosexuality in art and society",700.94
"lavender palette gay culture and the art of Washington state",700.973
"Double melancholy art beauty and the making of a brown queer man",701.03
"sexual perspective homosexuality and art in the last 100 years in the West",701.03
"We are here visionaries of color transforming the art world",704.03009
"Outlaw representation censorship homosexuality in twentieth century American art",704.0664
"Lesbian art in America a contemporary history",704.06643
"Art after Stonewall 1969 1989",704.0866
"queer encyclopedia of the visual arts",704.08664
"hidden love art and homosexuality",704.9493
"Pictures and passions a history of homosexuality in the visual arts",704.9493
"No modernism without lesbians",709.04092
"Jeffrey Gibson like a hammer",709.2
"Peter Flinsch the body in question",709.2
"David Hockney and his friends",709.2
"Packed in a trunk the lost art of Edith Lake Wilkinson",709.2
"Queer and trans artists of color Volume two",709.22
"Queer and trans artists of color stories of some of our lives",709.22
"Camp the lie that tells the truth",709.22
"Pier groups art and sex along the New York waterfront",709.7309
"Queer space architecture and same sex desire",720.8664
"Lionel H Pries architect artist educator from arts and crafts to modern architecture",720.92
"Emile Norman by his own design",730.092
"Eegyvudluk Pootoogook Eyeetsiaq Peter Axangayu Shaa exhibition March 19 to April 8 1994",730.92
"What did you eat yesterday 1",741.5
"Keeping it unreal Black queer fantasy and superhero comics",741.53529
Somnambulance,741.56971
"complete Wendel",741.56973
"Shout out",741.59
"Camp spirit",741.5941
"Welcome to St Hell my trans teen misadventure",741.5941
"Doughnuts and doom",741.59411
"Kim Reaper 1 Grim beginnings",741.5942
"Heartstopper Volume 3",741.5942
"Heartstopper Volume 2",741.5942
"one hundred nights of Hero a graphic novel",741.5942
"Kim Reaper 2 Vampire Island",741.5942
"Heartstopper Volume 1",741.5942
"Heartstopper Volume 4",741.5942
"Pride omnibus",741.59429
"Adrian and the tree of secrets",741.5944
"mans skin",741.5944
"Blue is the warmest color",741.5944
"Body music",741.5944
"Tales of the city Vol 1",741.5944
"Call me Nathan",741.5944
Thieves,741.5944
Generations,741.5945
"Sunstone Volume 5",741.5947
"Sunstone Volume 2",741.5947
"Sunstone Volume 3",741.5947
"Sunstone Volume 4",741.5947
"Walk me to the corner",741.59485
"Kisses for Jet a coming of gender story",741.59492
Moose,741.59493
"Boy meets Maria",741.59493
"His house Vol 3",741.59519
"Prince Bari Vol 1",741.59519
"Intense 1 Night on the Red Road",741.59519
"Dreams of the Days",741.59519
"Intense 2 Soft sounds",741.59519
"Prince Bari Vol 2",741.59519
"Intense 3 The dark light of the moon",741.59519
"Behind story Vol 2",741.59519
"Intense 4 My intense lover",741.59519
"Behind story Vol 3",741.59519
"His house Vol 1",741.59519
"His house Vol 2",741.59519
"Love me for who I am 02",741.5952
"Doughnuts under a crescent moon 3",741.5952
"Kizuna II",741.5952
"waltz in the clinic",741.5952
"Our dreams at dusk Shimanami tasogare 3",741.5952
"Boys run the riot 1",741.5952
"I think our son is gay 4",741.5952
"Age called blue",741.5952
"Ten count 6",741.5952
"Bad teachers equation Vol 4",741.5952
"Given Volume 1",741.5952
"After hours 2",741.5952
"After school nightmare 4",741.5952
"Gentlemens agreement between a rabbit a wolf",741.5952
"Embracing love Volume 5 6",741.5952
"Coyote Volume 1",741.5952
"Gravitation Volume 1",741.5952
"False memories Volume 1",741.5952
"Wandering son Volume seven",741.5952
"Boys run the riot 4",741.5952
"My love mix up 1",741.5952
HoneySmile,741.5952
"worlds greatest first love the case of Ritsu Onodera 6",741.5952
"Ten count Volume 1",741.5952
"If I could reach you 7",741.5952
"Punch up Volume 4",741.5952
"Melting lover",741.5952
"Our dining table",741.5952
